Lot_ID,Mine,Lot_station,Station_ID,Station_site,Station_waypoint,Station_latitude,Station_longitude,Station_waterbody,Site_province,Site_region,Site_locality,Site_narrative_loc,Site_name,Site_category,Site_waterbody,Site_comments,Metal,Resource,Number of Families,Families,Number of Beings,Beings
KRAC23-B1,Kirkland Lake Gold Ltd,KRAC23-B1,KRAC23-B1,KR-AC,KR-AC-B1,48.13062897,-80.09303817,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B2,Kirkland Lake Gold Ltd,KRAC23-B2,KRAC23-B2,KR-AC,KR-AC-B2,48.13067395,-80.09303738,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-W1,Kirkland Lake Gold Ltd,KRAC23-B3,KRAC23-B3,KR-AC,KR-AC-B3,48.13078211,-80.09306235,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B3,Kirkland Lake Gold Ltd,KRAC23-B3,KRAC23-B3,KR-AC,KR-AC-B3,48.13078211,-80.09306235,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B4,Kirkland Lake Gold Ltd,KRAC23-B4,KRAC23-B4,KR-AC,KR-AC-B4,48.13089874,-80.09301998,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B5,Kirkland Lake Gold Ltd,KRAC23-B5,KRAC23-B5,KR-AC,KR-AC-B5,48.13098827,-80.09296464,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B1,Kirkland Lake Gold Ltd,KEAC23-B1,KEAC23-B1,KE-AC,KE-AC-B1,48.12697535,-80.09179894,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B2,Kirkland Lake Gold Ltd,KEAC23-B2,KEAC23-B2,KE-AC,KE-AC-B2,48.12703811,-80.09177095,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-W2,Kirkland Lake Gold Ltd,KEAC23-B3,KEAC23-B3,KE-AC,KE-AC-B3,48.12710923,-80.09166219,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B3,Kirkland Lake Gold Ltd,KEAC23-B3,KEAC23-B3,KE-AC,KE-AC-B3,48.12710923,-80.09166219,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B4,Kirkland Lake Gold Ltd,KEAC23-B4,KEAC23-B4,KE-AC,KE-AC-B4,48.12713611,-80.09164828,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B5,Kirkland Lake Gold Ltd,KEAC23-B5,KEAC23-B5,KE-AC,KE-AC-B5,48.12719876,-80.09160685,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
ACFD23-WQ,,AC-FD,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
KRAC23-B1W,Kirkland Lake Gold Ltd,KRAC23-B1,KRAC23-B1,KR-AC,KR-AC-B1,48.13062897,-80.09303817,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B2W,Kirkland Lake Gold Ltd,KRAC23-B2,KRAC23-B2,KR-AC,KR-AC-B2,48.13067395,-80.09303738,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B3W,Kirkland Lake Gold Ltd,KRAC23-B3,KRAC23-B3,KR-AC,KR-AC-B3,48.13078211,-80.09306235,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B4W,Kirkland Lake Gold Ltd,KRAC23-B4,KRAC23-B4,KR-AC,KR-AC-B4,48.13089874,-80.09301998,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KRAC23-B5W,Kirkland Lake Gold Ltd,KRAC23-B5,KRAC23-B5,KR-AC,KR-AC-B5,48.13098827,-80.09296464,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek, Kirkland Lake",Amikougami Creek,Amikougami Creek,Reference,Amikougami Creek,Kirkland Lake reference site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B1W,Kirkland Lake Gold Ltd,KEAC23-B1,KEAC23-B1,KE-AC,KE-AC-B1,48.12697535,-80.09179894,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B2W,Kirkland Lake Gold Ltd,KEAC23-B2,KEAC23-B2,KE-AC,KE-AC-B2,48.12703811,-80.09177095,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B3W,Kirkland Lake Gold Ltd,KEAC23-B3,KEAC23-B3,KE-AC,KE-AC-B3,48.12710923,-80.09166219,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B4W,Kirkland Lake Gold Ltd,KEAC23-B4,KEAC23-B4,KE-AC,KE-AC-B4,48.12713611,-80.09164828,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
KEAC23-B5W,Kirkland Lake Gold Ltd,KEAC23-B5,KEAC23-B5,KE-AC,KE-AC-B5,48.12719876,-80.09160685,Amikougami Creek,Ontario,Timiskaming,"Amikougami Creek,Kirkland Lake",Amikougami Creek,Amikougami Creek,Exposure,Amikougami Creek,Kirkland Lake exposure site,Gold,https://www.kirklandlakediscoveries.com/,0,N/A,0,N/A
AEAB23-B1,Anderson Lake Mine,AEAB23-B1,AEAB23-B1,AE-AB,AE-AB-B1,54.83212,-99.94675,"Wekusko Lake, Anderson Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Anderson Bay","Wekusko Lake, Anderson Bay",Anderson Bay,Exposure,Wekusko Lake,Anderson Mine Exposure Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
AEAB23-B2,Anderson Lake Mine,AEAB23-B2,AEAB23-B2,AE-AB,AE-AB-B2,54.83258,-99.94531,"Wekusko Lake, Anderson Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Anderson Bay","Wekusko Lake, Anderson Bay",Anderson Bay,Exposure,Wekusko Lake,Anderson Mine Exposure Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
AEAB23-B3,Anderson Lake Mine,AEAB23-B3,AEAB23-B3,AE-AB,AE-AB-B3,54.83169,-99.94341,"Wekusko Lake, Anderson Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Anderson Bay","Wekusko Lake, Anderson Bay",Anderson Bay,Exposure,Wekusko Lake,Anderson Mine Exposure Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
AEAB23-B4,Anderson Lake Mine,AEAB23-B4,AEAB23-B4,AE-AB,AE-AB-B4,54.83005,-99.94269,"Wekusko Lake, Anderson Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Anderson Bay","Wekusko Lake, Anderson Bay",Anderson Bay,Exposure,Wekusko Lake,Anderson Mine Exposure Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
AEAB23-B5,Anderson Lake Mine,AEAB23-B5,AEAB23-B5,AE-AB,AE-AB-B5,54.82932,-99.94211,"Wekusko Lake, Anderson Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Anderson Bay","Wekusko Lake, Anderson Bay",Anderson Bay,Exposure,Wekusko Lake,Anderson Mine Exposure Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARCB23-B1,Anderson Lake Mine,ARCB23-B1,ARCB23-B1,AR-CB,AR-CB-B1,54.87688,-99.72474,"Wekusko Lake, Crowduck Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Crowduck Bay","Wekusko Lake, Crowduck Bay",Crowduck Bay,Reference,Wekusko Lake,Anderson Mine First Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARCB23-B2,Anderson Lake Mine,ARCB23-B2,ARCB23-B2,AR-CB,AR-CB-B2,54.87757,-99.72553,"Wekusko Lake, Crowduck Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Crowduck Bay","Wekusko Lake, Crowduck Bay",Crowduck Bay,Reference,Wekusko Lake,Anderson Mine First Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARCB23-B3,Anderson Lake Mine,ARCB23-B3,ARCB23-B3,AR-CB,AR-CB-B3,54.87795,-99.72669,"Wekusko Lake, Crowduck Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Crowduck Bay","Wekusko Lake, Crowduck Bay",Crowduck Bay,Reference,Wekusko Lake,Anderson Mine First Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARCB23-B4,Anderson Lake Mine,ARCB23-B4,ARCB23-B4,AR-CB,AR-CB-B4,54.87855,-99.72803,"Wekusko Lake, Crowduck Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Crowduck Bay","Wekusko Lake, Crowduck Bay",Crowduck Bay,Reference,Wekusko Lake,Anderson Mine First Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARCB23-B5,Anderson Lake Mine,ARCB23-B5,ARCB23-B5,AR-CB,AR-CB-B5,54.87906,-99.72841,"Wekusko Lake, Crowduck Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Crowduck Bay","Wekusko Lake, Crowduck Bay",Crowduck Bay,Reference,Wekusko Lake,Anderson Mine First Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARPB23-B1,Anderson Lake Mine,ARPB23-B1,ARPB23-B1,AR-PB,AR-PB-B1,54.73059,-99.76165,"Wekusko Lake, Puella Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Puella Bay","Wekusko Lake, Puella Bay",Puella Bay,Reference,Wekusko Lake,Anderson Mine Second Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARPB23-B2,Anderson Lake Mine,ARPB23-B2,ARPB23-B2,AR-PB,AR-PB-B2,54.72988,-99.7619,"Wekusko Lake, Puella Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Puella Bay","Wekusko Lake, Puella Bay",Puella Bay,Reference,Wekusko Lake,Anderson Mine Second Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARPB23-B3,Anderson Lake Mine,ARPB23-B3,ARPB23-B3,AR-PB,AR-PB-B3,54.72867,-99.76171,"Wekusko Lake, Puella Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Puella Bay","Wekusko Lake, Puella Bay",Puella Bay,Reference,Wekusko Lake,Anderson Mine Second Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARPB23-B4,Anderson Lake Mine,ARPB23-B4,ARPB23-B4,AR-PB,AR-PB-B4,54.72944,-99.76363,"Wekusko Lake, Puella Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Puella Bay","Wekusko Lake, Puella Bay",Puella Bay,Reference,Wekusko Lake,Anderson Mine Second Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
ARPB23-B5,Anderson Lake Mine,ARPB23-B5,ARPB23-B5,AR-PB,AR-PB-B5,54.72968,-99.76466,"Wekusko Lake, Puella Bay",Manitoba,Northern Manitoba,"Wekusko Lake, Puella Bay","Wekusko Lake, Puella Bay",Puella Bay,Reference,Wekusko Lake,Anderson Mine Second Reference Site,"Copper, Gold, Silver, Zinc",https://www.gov.mb.ca/iem/min-ed/mbhistory/mininv/482.htm?,0,N/A,0,N/A
LATH22-B1,HBMS Flin Flon Metallurgical Complex,LATH22-S1,LATH22-S1,LATH,LATH-BM-S1,54.58472,-101.41341,Lower Athapapuskow Lake,Manitoba,Northern Manitoba,Lower Athapapuskow Lake,Lower Athapapuskow Lake,Athapapuskow Lake,lake,Lower Athapapuskow Lake,,"Copper, Zinc, Gold, Cobalt, Silver",https://www.manitoba.ca/iem/min-ed/mbhistory/aroundmb.html,0,N/A,0,N/A
LATH22-B2,HBMS Flin Flon Metallurgical Complex,LATH22-S2,LATH22-S2,LATH,LATH-BM-S2,54.58503,-101.41561,Lower Athapapuskow Lake,Manitoba,Northern Manitoba,Lower Athapapuskow Lake,Lower Athapapuskow Lake,Athapapuskow Lake,lake,Lower Athapapuskow Lake,,"Copper, Zinc, Gold, Cobalt, Silver",https://www.manitoba.ca/iem/min-ed/mbhistory/aroundmb.html,0,N/A,0,N/A
LATH22-B3,HBMS Flin Flon Metallurgical Complex,LATH22-S3,LATH22-S3,LATH,LATH-BM-S3,54.58434,-101.41591,Lower Athapapuskow Lake,Manitoba,Northern Manitoba,Lower Athapapuskow Lake,Lower Athapapuskow Lake,Athapapuskow Lake,lake,Lower Athapapuskow Lake,,"Copper, Zinc, Gold, Cobalt, Silver",https://www.manitoba.ca/iem/min-ed/mbhistory/aroundmb.html,0,N/A,0,N/A
LATH22-B4,HBMS Flin Flon Metallurgical Complex,LATH22-S4,LATH22-S4,LATH,LATH-BM-S4,54.58379,-101.4157,Lower Athapapuskow Lake,Manitoba,Northern Manitoba,Lower Athapapuskow Lake,Lower Athapapuskow Lake,Athapapuskow Lake,lake,Lower Athapapuskow Lake,,"Copper, Zinc, Gold, Cobalt, Silver",https://www.manitoba.ca/iem/min-ed/mbhistory/aroundmb.html,0,N/A,0,N/A
LATH22-B5,HBMS Flin Flon Metallurgical Complex,LATH22-S5,LATH22-S5,LATH,LATH-BM-S5,54.58319,-101.41376,Lower Athapapuskow Lake,Manitoba,Northern Manitoba,Lower Athapapuskow Lake,Lower Athapapuskow Lake,Athapapuskow Lake,lake,Lower Athapapuskow Lake,,"Copper, Zinc, Gold, Cobalt, Silver",https://www.manitoba.ca/iem/min-ed/mbhistory/aroundmb.html,0,N/A,0,N/A
NESWB22-B1,New Britannia Mine,NESWB22-B1,NESWB22-B1,NE-SWB,NE-SWB-B1,54.905411,-99.982941,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - South West Basin,Herblet Lake,Exposure,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NESWB22-B2,New Britannia Mine,NESWB22-B2,NESWB22-B2,NE-SWB,NE-SWB-B2,54.9058,-99.982351,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - South West Basin,Herblet Lake,Exposure,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NESWB22-B3,New Britannia Mine,NESWB22-B3,NESWB22-B3,NE-SWB,NE-SWB-B3,54.90582,-99.981915,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - South West Basin,Herblet Lake,Exposure,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NESWB22-B4,New Britannia Mine,NESWB22-B4,NESWB22-B4,NE-SWB,NE-SWB-B4,54.905907,-99.981492,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - South West Basin,Herblet Lake,Exposure,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NESWB22-B5,New Britannia Mine,NESWB22-B5,NESWB22-B5,NE-SWB,NE-SWB-B5,54.90594,-99.98109,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - South West Basin,Herblet Lake,Exposure,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NRNEA22-B1,New Britannia Mine,NRNEA22-B1,NRNEA22-B1,NR-NEA,NR-NEA-B1,55.012415,-99.7994,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - North East Arm,Herblet Lake,Reference,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NRNEA22-B2,New Britannia Mine,NRNEA22-B2,NRNEA22-B2,NR-NEA,NR-NEA-B2,55.01219,-99.799682,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - North East Arm,Herblet Lake,Reference,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NRNEA22-B3,New Britannia Mine,NRNEA22-B3,NRNEA22-B3,NR-NEA,NR-NEA-B3,55.011759,-99.800029,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - North East Arm,Herblet Lake,Reference,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NRNEA22-B4,New Britannia Mine,NRNEA22-B4,NRNEA22-B4,NR-NEA,NR-NA-B4,55.011427,-99.800264,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - North East Arm,Herblet Lake,Reference,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
NRNEA22-B5,New Britannia Mine,NRNEA22-B5,NRNEA22-B5,NR-NEA,NR-NEA-B5,55.010958,-99.800547,Herblet Lake,Manitoba,Northern Manitoba,Herblet Lake,Herblet Lake - North East Arm,Herblet Lake,Reference,Herblet Lake,New Britannia benthic sampling,Gold,https://hudbay.com/investors/press-releases/press-release-details/2021/Hudbay-Achieves-First-Gold-Production-at-its-New-Britannia-Mill/default.aspx?,0,N/A,0,N/A
WEMIC24-EDNA-1,Wesdome Gold Mines Ltd.,WEMIC24-B1,WEMIC24-B1,WE-MIC,WE-MIC-B1,48.11338,-85.40413,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-EDNA-2,Wesdome Gold Mines Ltd.,WEMIC24-B2,WEMIC24-B2,WE-MIC,WE-MIC-B2,48.1136,-85.40361,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-EDNA-3,Wesdome Gold Mines Ltd.,WEMIC24-B3,WEMIC24-B3,WE-MIC,WE-MIC-B3,48.11369,-85.40322,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-EDNA-4,Wesdome Gold Mines Ltd.,WEMIC24-B4,WEMIC24-B4,WE-MIC,WE-MIC-B4,48.11366,-85.40267,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-EDNA-5,Wesdome Gold Mines Ltd.,WEMIC24-B5,WEMIC24-B5,WE-MIC,WE-MIC-B5,48.1138,-85.40218,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WRML24-EDNA-1,Wesdome Gold Mines Ltd.,WRML24-B1,WRML24-B1,WR-ML,WR-ML-B1,48.10726,-85.39294,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WRML24-EDNA-2,Wesdome Gold Mines Ltd.,WRML24-B2,WRML24-B2,WR-ML,WR-ML-B2,48.10741,-85.39295,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-EDNA-3,Wesdome Gold Mines Ltd.,WRML24-B3,WRML24-B3,WR-ML,WR-ML-B3,48.10752,-85.39327,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-EDNA-4,Wesdome Gold Mines Ltd.,WRML24-B4,WRML24-B4,WR-ML,WR-ML-B4,48.10781,-85.39368,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-EDNA-5,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRFC24-EDNA-1,Wesdome Gold Mines Ltd.,WRFC24-B1,WRFC24-B1,WR-FC,WR-FC-B1,48.18745,-85.36425,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
