Lot_ID,Mine,Lot_station,Station_ID,Station_site,Station_waypoint,Station_latitude,Station_longitude,Station_waterbody,Site_province,Site_region,Site_locality,Site_narrative_loc,Site_name,Site_category,Site_waterbody,Site_comments,Metal,Resource,Number of Families,Families,Number of Beings,Beings
SLNW24-L1-HYA-R3,HBMS Flin Flon Metallurgical Complex,SLNW24-L1-HYA-R3,SLNW24-L1-HYA-R3,SLNW,SLNW24-L1-HYA-R3,54.71896,-101.82623,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
MIRL24-L1-HYA-R1,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-HYA-R1,MIRL24-L1-HYA-R1,MIRL,MIRL24-L1-HYA-R1,54.99611,-102.76255,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-L1-HYA-R2,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-HYA-R2,MIRL24-L1-HYA-R2,MIRL,MIRL24-L1-HYA-R2,54.99384,-102.77146,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-L1-HYA-R3,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-HYA-R3,MIRL24-L1-HYA-R3,MIRL,MIRL24-L1-HYA-R3,54.9913,-102.76888,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
SLMB24-L1-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-2M,SLMB24-L1-COR-2M,SLMB,SLMB24-L1-COR-2M,54.6618,-101.81701,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-COR-4M_DNA,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-4M,SLMB24-L1-COR-4M,SLMB,SLMB24-L1-COR-4M,54.65973,-101.81527,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-COR-8M_DNA,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-8M,SLMB24-L1-COR-8M,SLMB,SLMB24-L1-COR-8M,54.66099,-101.8123,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-COR-15M_DNA,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-15M,SLMB24-L1-COR-15M,SLMB,SLMB24-L1-COR-15M,54.6628,-101.80925,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLNW24-L2-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-2M,SLNW24-L2-COR-2M,SLNW,SLNW24-L2-COR-2M,54.73075,-101.83309,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-COR-4M_DNA,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-4M,SLNW24-L2-COR-4M,SLNW,SLNW24-L2-COR-4M,54.73179,-101.83317,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-COR-8M_DNA,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-8M,SLNW24-L2-COR-8M,SLNW,SLNW24-L2-COR-8M,54.73205,-101.83175,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-COR-12M_DNA,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-12M,SLNW24-L2-COR-12M,SLNW,SLNW24-L2-COR-12M,54.72491,-101.82914,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
ROSL24-L1-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-COR-2M,ROSL24-L1-COR-2M,ROSL,ROSL24-L1-COR-2M,54.77671,-101.86299,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L2-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,ROSL24-L2-COR-2M,ROSL24-L2-COR-2M,ROSL,ROSL24-L2-COR-2M,54.77194,-101.86525,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L3-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,ROSL24-L3-COR-2M,ROSL24-L3-COR-2M,ROSL,ROSL24-L3-COR-2M,54.77317,-101.85565,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L4-COR-5M_DNA,HBMS Flin Flon Metallurgical Complex,ROSL24-L4-COR-5M,ROSL24-L4-COR-5M,ROSL,ROSL24-L4-COR-5M,54.77256,-101.85974,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
MIRL24-L1-COR-15M_DNA,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-COR-15M,MIRL24-L1-COR-15M,MIRL,MIRL24-L1-COR-15M,55.00181,-102.76911,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-L1-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-COR-2M,MIRL24-L1-COR-2M,MIRL,MIRL24-L1-COR-2M,54.99014,-102.76872,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
CRCK24-L1-COR-1M_DNA,HBMS Flin Flon Metallurgical Complex,CRCK24-L1-COR-1M,CRCK24-L1-COR-1M,CRCK,CRCK24-L1-COR-1M,54.79554,-101.90346,Creighton Creek,Manitoba,Northern Manitoba,Creighton Creek,Creighton Creek,Creighton Creek,Baseline,Creighton Creek,Creighton Creek - 2024 program,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-5932164.html,1,['Chironomidae'],1,N/A
FFCK24-L1-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,FFCK24-L1-COR-2M,FFCK24-L1-COR-2M,FFCK,FFCK24-L1-COR-2M,,,Flin Flon Creek,Manitoba,Northern Manitoba,Flin Flon,Flin Flon Creek,Flin Flon Creek,Exposure,Flin Flon Creek,2024 monitoring program,N/A,N/A,0,N/A,0,N/A
TULC24-L1-COR-2M_DNA,,TULC24-L1-COR-2M,TULC24-L1-COR-2M,TULC,TULC24-L1-COR-2M,,,Tulabi Creek,Saskatchewan,Division No. 18,Tulabi Creek,Tulabi Creek,Tulabi Brook,Reference,Tulabi Creek,,N/A,N/A,N/A,N/A,N/A,N/A
ROSC24-L1-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,ROSC24-L1-COR-2M,ROSC24-L1-COR-2M,ROSC,ROSC24-L1-COR-2M,54.7546,-101.83943,Ross Creek,Manitoba,Northern Manitoba,"Ross Creek, Flin Flon","Ross Creek, Flin Flon",Ross Creek,Exposure,Effluent from Hudbay mine site,,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
AMKL24-L1-COR-2M_DNA,HBMS Flin Flon Metallurgical Complex,AMKL24-L1-COR-2M,AMKL24-L1-COR-2M,AMKL,AMKL24-L1-COR-2M,54.43237,-102.21476,Amisk Lake,Saskatchewan,Division No. 18,Amisk Lake,Amisk Lake,Amisk Lake,Baseline,Amisk Lake,Amisk Lake - 2024 program,"Zinc, Copper, Silver, Gold",https://www.ssrmining.com/operations/exploration/amisk/,0,N/A,0,N/A
AMKL24-L1-COR-15M_DNA,HBMS Flin Flon Metallurgical Complex,AMKL24-L1-COR-15M,AMKL24-L1-COR-15M,AMKL,AMKL24-L1-COR-15M,54.49652,-102.24856,Amisk Lake,Saskatchewan,Division No. 18,Amisk Lake,Amisk Lake,Amisk Lake,Baseline,Amisk Lake,Amisk Lake - 2024 program,"Zinc, Copper, Silver, Gold",https://www.ssrmining.com/operations/exploration/amisk/,0,N/A,0,N/A
SLMB24-L1-COR-2M_SEM,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-2M,SLMB24-L1-COR-2M,SLMB,SLMB24-L1-COR-2M,54.6618,-101.81701,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-COR-4M_SEM,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-4M,SLMB24-L1-COR-4M,SLMB,SLMB24-L1-COR-4M,54.65973,-101.81527,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-COR-8M_SEM,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-8M,SLMB24-L1-COR-8M,SLMB,SLMB24-L1-COR-8M,54.66099,-101.8123,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-COR-15M_SEM,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-COR-15M,SLMB24-L1-COR-15M,SLMB,SLMB24-L1-COR-15M,54.6628,-101.80925,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLNW24-L2-COR-2M_SEM,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-2M,SLNW24-L2-COR-2M,SLNW,SLNW24-L2-COR-2M,54.73075,-101.83309,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-COR-4M_SEM,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-4M,SLNW24-L2-COR-4M,SLNW,SLNW24-L2-COR-4M,54.73179,-101.83317,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-COR-8M_SEM,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-8M,SLNW24-L2-COR-8M,SLNW,SLNW24-L2-COR-8M,54.73205,-101.83175,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-COR-12M_SEM,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-COR-12M,SLNW24-L2-COR-12M,SLNW,SLNW24-L2-COR-12M,54.72491,-101.82914,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
ROSL24-L1-COR-2M_SEM,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-COR-2M,ROSL24-L1-COR-2M,ROSL,ROSL24-L1-COR-2M,54.77671,-101.86299,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L2-COR-2M_SEM,HBMS Flin Flon Metallurgical Complex,ROSL24-L2-COR-2M,ROSL24-L2-COR-2M,ROSL,ROSL24-L2-COR-2M,54.77194,-101.86525,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L3-COR-2M_SEM,HBMS Flin Flon Metallurgical Complex,ROSL24-L3-COR-2M,ROSL24-L3-COR-2M,ROSL,ROSL24-L3-COR-2M,54.77317,-101.85565,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L4-COR-5M_SEM,HBMS Flin Flon Metallurgical Complex,ROSL24-L4-COR-5M,ROSL24-L4-COR-5M,ROSL,ROSL24-L4-COR-5M,54.77256,-101.85974,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
MIRL24-L1-COR-15M_SEM,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-COR-15M,MIRL24-L1-COR-15M,MIRL,MIRL24-L1-COR-15M,55.00181,-102.76911,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-L1-COR-2M_SEM,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-COR-2M,MIRL24-L1-COR-2M,MIRL,MIRL24-L1-COR-2M,54.99014,-102.76872,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
CRCK24-L1-COR-1M_SEM,HBMS Flin Flon Metallurgical Complex,CRCK24-L1-COR-1M,CRCK24-L1-COR-1M,CRCK,CRCK24-L1-COR-1M,54.79554,-101.90346,Creighton Creek,Manitoba,Northern Manitoba,Creighton Creek,Creighton Creek,Creighton Creek,Baseline,Creighton Creek,Creighton Creek - 2024 program,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-5932164.html,1,['Chironomidae'],1,N/A
